[40][20]
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
|1|0|9|9|9|9|9|9|0|9|9|9|9|9|9|9|9|9|9|0|0|9|9|9|9|9|9|9|9|9|9|0|9|9|9|9|9|9|0|1|
|1|3|2|2|2|2|2|2|0|2|2|2|2|2|2|2|2|2|2|0|0|2|2|2|2|2|2|2|2|2|2|0|2|2|2|2|2|2|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|13|0|0|0|0|13|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|5|14|0|0|4|0|0|0|0|6|5|13|0|0|0|0|13|4|7|0|0|0|0|5|0|0|14|4|0|0|0|0|3|1|
|1|3|0|0|0|0|6|2|2|2|7|0|0|0|0|0|6|2|2|2|2|2|2|7|0|0|0|0|0|6|2|2|2|7|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|0|0|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|3|2|2|2|2|2|2|2|0|0|0|0|0|0|2|2|2|2|2|2|2|3|0|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|3|2|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|2|3|0|0|0|0|0|0|0|3|1|
|1|3|13|0|0|0|0|0|0|3|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|3|0|0|0|0|0|0|13|3|1|
|1|3|13|0|0|0|0|0|0|3|13|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|13|3|0|0|0|0|0|0|13|3|1|
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
